ID,Description
2438,Handling concurrent data and schema changes.
2439,EquiX: XML search language with advanced querying.
2440,French temporal expressions extraction system.
2441,Discovery framework with agenda-based task selection.
2442,Dynamic Logic Programming for Knowledge Base Updates.
2443,HMMs with Shrinkage for Information Extraction.
2444,Heuristic-based genetic algorithm for maximum clique.
2445,Interactive tutorial instruction for agents.
2446,Combining classifiers for coherent sequential inference.
2447,Middleware for mobile internet applications.
2448,Generic schema matching algorithm Cupid with innovations.
2449,Similarity measures framework for CBR.
2450,Hybrid algorithms for optimal neural network design.
2451,Hippocampal place cell activity during navigation model.
2452,Phidgets simplify physical user interface development.
2453,Efficient processing of top-k web queries.
2454,Categorization by context in document classification.
2455,Document representation with context-sensitive concept network.
2456,Virtual reality interactions with animated agents.
2457,Logic for BDI agents with procedural knowledge.
2458,Handling unavailable data sources for enhanced querying.
2459,Automatic system for compiling authoritative web resource lists.
2460,Temporal data model with SQL-92 support.
2461,News topic hierarchy with semi-labelled documents.
2462,Virtual reality project with animated agent.
2463,EM algorithm for nonlinear dynamical systems estimation.
2464,Meta-search engine selection and evaluation.
2465,Decommitment protocol for time-sensitive automated negotiation.
2466,Selective sampling enhances classification accuracy.
2467,Unsupervised learning of logic rules.
2468,Web page analysis using web mining techniques.
2469,Domain-specific knowledge for sentence analysis.
2470,PuppetMaster assists instructor in team training analysis.
2471,Background readings for collection synthesis.
2472,Context-aware architecture for mobile devices with sensors.
2473,Location-aware information delivery using comMotion.
2474,Image retrieval with selective features and boosting.
2475,Efficient boosting algorithm for preference combination.
2476,Modeling moving objects and spatiotemporal reasoning.
2477,Context filters for document-based information filtering.
2478,Middleware tool for data model integration.
2479,Pruning enhances efficiency of distributed meta-learning classifiers.
2480,Behavior coordination mechanisms in behavior-based robotics.
2481,Backtracking algorithms for temporal constraints.
2482,Intrusion detection through system-call data analysis.
2483,Multiobjective system synthesis for single-chip architectures.
2484,Stylistic variation in information retrieval experiments.
2485,Temporal dependencies in multi-dimensional databases and OLAP.
2486,Advantages of ship shock tests over simulations.
2487,Temporal conceptual modeling with DLRUS logic and queries.
2488,Indexing scheme for moving points in plane.
2489,Machine learning methods for software effort prediction.
2490,Machine learning for document processing.
2491,Genetic algorithm enhances materialized view selection.
2492,Decision Tree Confidence Factors for Multiagent Control.
2493,Multimodal interface for human-computer interaction.
2494,Self-learning techniques for grapheme-to-phoneme conversion.
2495,Active database applications machine interface evaluation.
2496,Hybrid architecture for function estimation with optimization.
2497,Explore closures and control levels in semiotic systems.
2498,Agent-based negotiation in Electronic Commerce.
2499,Probabilistic complex value data model and algebra.
2500,Probabilistic complex value model with algebra operations.
2501,Decentralised firewall with virtual redirectors.
2502,Medical database analysis with intelligent tools.
2503,"Google search engine: large-scale, efficient, innovative, hypertext utilization."
2504,Quantum treemaps and bubblemaps for image browsing.
2505,Dynamic pipeline scheduling for faster query results.
2506,Automatic reclustering for high energy physics databases.
2507,Incremental maintenance for nested relational model.
2508,Framework for GIS interface design.
2509,Interface for spatio-temporal database queries.
2510,Ontology navigation interface with zoomable features.
2511,Integrated design of physical and digital spaces.
2512,Data warehouse architecture and quality analysis.
2513,Statistical tests for classification learning algorithms.
2514,Agent communication through middle agents.
2515,Agent-Based Language for Multi-Agent Teams in Robotics.
2516,Efficient bulk operations on dynamic R-trees.
2517,Comparing media-enhanced classroom server and web server workloads.
2518,Proxy cache evaluation techniques survey.
2519,Efficient integration of sounds and motions in VR.
2520,Digital Libraries Evaluation Scheme with Four Dimensions.
2521,Factory control algorithms in multi-agent heterarchy.
2522,MaxEnt Markov Models for Information Extraction.
2523,Shape matching with shock graphs and grammar.
2524,Comparison of XML version management strategies.
2525,Optimizing interactive similarity query processing.
2526,Importance and applications of explicit context in communication.
2527,Artificial agents improve logic programming in software engineering.
2528,Combining information retrieval systems for fusion.
2529,Proximity group communication for wireless networking applications.
2530,Incremental reinforcement learning for multi-agent systems.
2531,Robotic soccer research project advancement.
2532,Internet growth and search engine challenges.
2533,Interconnection of logics in computer science.
2534,Community building through dual augmentation in Domisilica project.
2535,Dynamic clustering interface for web search results.
2536,Socially intelligent agents for language conversation training.
2537,Animated agents aid task-oriented dialogs in VR.
2538,Improving TD() with LSTD algorithm extensions.
2539,Static integrity management in object-oriented databases.
2540,Video indexing and browsing techniques.
2541,Multistrategy learning for knowledge organization and retrieval.
2542,Agent population impact on dynamic network routing.
2543,Addressing data inconsistency in mobile data broadcasting.
2544,Agent-based technology for virtual enterprises.
2545,Entropy-based web navigation computation and applications.
2546,Flexible agent architecture for modern computing environments.
2547,Robot navigation with integrated grid and topological maps.
2548,Detecting redundancy and inconsistency in unstructured case bases.
2549,Outdoor AR navigation using wearables.
2550,Efficiently maintaining transitive closure of graphs.
2551,Visual query language for object databases.
2552,Description Logic with Transitive and Inverse Roles.
2553,Enhancing efficiency in distributed information retrieval.
2554,Optimizing information agents through data materialization.
2555,Automated taxonomy maintenance with quality-based learning.
2556,Automating hidden-web database classification using query probes.
2557,Octopod robot locomotion control through evolved neural networks.
2558,Various web search technologies overview.
2559,Visualizing document similarities and differences effectively.
2560,Topic-based mixture language modeling approach.
2561,Modeling BDI-Agent in Game Theory Framework.
2562,Adaptive fuzzy expert system for sign recognition.
2563,Soft computing for long-term rainfall forecasting.
2564,Pairwise proximity data classification with innovative methods.
2565,Web community detection using bipartite graphs.
2566,Multimedia program documentation system with interactive features.
2567,Virtual object rotation with real handles.
2568,Automated task assignment with auction-based contracting.
2569,User information needs in metasearch engine architecture.
2570,Indoor and outdoor AR interfaces enabled by MARS.
2571,Local patterns combined with cross-entropy for prediction.
2572,Cognitive biases influence feature selection in learning.
2573,CBR and LM for robotic parameter selection.
2574,Interactive electronic labels for physical containers.
2575,Query unnesting algorithm for OODB optimization.
2576,Mobile agent organizations with context-dependent coordination.
2577,Range data fusion for 3D world models.
2578,Visual language for ODMG OQL queries.
2579,Parameter-less GA for problem solving.
2580,WebACE: Categorization and query generation on WWW.
2581,Enhancing classification accuracy with context-based relevance.
2582,Query formulation using semantic graph model.
2583,Managing multiversion XML documents with Durable Node Numbers.
2584,Hybrid model for sharing information in MAS.
2585,Evolutionary algorithm enhances materialized view selection.
2586,Scalable star algorithm extensions for information organization.
2587,Efficient robot base placement algorithm.
2588,Deductive database system for advanced applications.
2589,Adaptive collaboration of intelligent agents for information management.
2590,Mobile UI software architectures for collaboration.
2591,Efficient linear program solving algorithm.
2592,Automated framework for building CBR systems.
2593,Agent migration using generative approach across environments.
2594,Query processing for regular-path queries.
2595,Customized authority lists based on internal model.
2596,Adaptable workflow management system framework.
2597,Chinese text categorization machine learning methods comparison.
2598,Logic for multi-agent systems with procedural knowledge.
2599,Web robots and search engines overview with ethics.
2600,IR and database integration using object-orientation.
2601,Mobile agent vs client-server for info retrieval.
2602,Secure second-price auctions using cryptographic protocols.
2603,Version Space Algebra for Programming by Demonstration.
2604,Distributed corporate memory architecture with multi-agents.
2605,Concurrency mechanism using shared database in Prolog.
2606,Temporal queries and grouping in object model.
2607,Controller-environment boundary in evolutionary robotics simulation.
2608,Clustering categorical data with dynamical systems.
2609,Enhancing search engine functionality through resource discovery.
2610,Predicting relevance in focused crawling through tag tree.
2611,Programming mobile code for network-aware applications.
2612,SVMs for face authentication with performance analysis.
2613,Adaptable multi-device web interfaces for information systems.
2614,GP for multi-agent learning with layers.
2615,Stochastic modeling for data management.
2616,Integration of technologies for knowledge services on Web.
2617,Event-driven sensor architecture for low power wearables.
2618,Datalog extensions for complex data structures.
2619,Mobile code for service composition in networking.
2620,Multi-robot learning for cooperative observation task.
2621,Efficient XML integration with algebraic query processing.
2622,Modeling DTDs with UML for XML structures.
2623,Deductive Object-Oriented Database System Overview.
2624,Flexible info filtering in dynamic environments.
2625,Improved initialization enhances clustering algorithm convergence.
2626,Reliable communication for mobile agents.
2627,Personalized web document recommendations with dynamic interface.
2628,Agent framework DECAF for complex software systems.
2629,"Agent communication languages for autonomous, cooperative systems."
2630,Corpus-based stemming enhances retrieval accuracy.
2631,Probabilistic framework for recommendation systems.
2632,Efficient management of irregular semistructured data.
2633,Data integration for linked data sources.
2634,"Mobile robots coevolve behaviors, specialize in tasks."
2635,Hospital patient scheduling using multi-agent GPGP solution.
2636,Biologically inspired robotic model for motor skills imitation.
2637,Database decomposition with functional dependencies and constraints.
2638,Model for human-computer-environment interaction.
2639,Agent reasoning for teamwork experimentation.
2640,Robotic storytelling kit for kids.
2641,Decision trees improve case-based learning.
2642,Enhanced collaboration through gaze-aware interface.
2643,Trust dynamics analysis based on experiences.
2644,Answer validation techniques using statistical and content-based approaches.
2645,Personalized web-document filtering with reinforcement learning.
2646,Market mechanisms complexity and algorithm design analysis.
2647,AI for medical image interpretation in healthcare.
2648,Survey on hybrid client-server shipping architectures.
2649,Reducing user disorientation in virtual environments.
2650,Text classification enhancement with Naive Bayes and SVM.
2651,NMRA architecture for autonomous spacecraft control systems.
2652,Automating mediation process with intelligent middleware services.
2653,Flexible mixed-initiative for effective collaboration.
2654,HTML document structure extraction using stack machine.
2655,Classification algorithms compared for accuracy and efficiency.
2656,Recognizing user context from sensors.
2657,Scalable federation of heterogeneous components through events.
2658,Sequence data segmentation using Conditional Random Fields.
2659,UML advantages and requirements for multi-agent simulations.
2660,Node similarity in networked information spaces.
2661,Visual web information extraction using Lixto.
2662,Four-valued fuzzy description logics for multimedia content.
2663,Text categorization methods evaluation on Reuters corpus.
2664,Simulated Annealing for Global Optimization.
2665,Enhancing web query access with Ontobroker technology.
2666,Semantic Web: Markup for Interpretable Web Services.
2667,Secure meeting scheduling with mobile software agents.
2668,Control architecture for intelligent agents with changing motives.
2669,Agent technology for distributed simulation and data assimilation.
2670,Digital library server for scholarly discourse.
2671,Motivated agency for autonomous agents.
2672,Enhancing spreadsheet paradigm with new features.
2673,Paper flight strips crucial for air traffic control.
2674,Probabilistic image matching approach using Hausdorff.
2675,Texture image retrieval with learned pattern similarities.
2676,ML and NLP collaboration for WSD algorithms.
2677,Temporal logic for conceptual modeling with complexity analysis.
2678,Abductive logic programming for active databases and agents.
2679,Analysis of ubiquitous computing game using smart cards.
2680,Word clustering for accurate text classification.
2681,Photo annotation with drag-and-drop labeling.
2682,Text classification without labeled data using keywords.
2683,Image retrieval system using TS-SOMs and feedback.
2684,Adapting Locales Framework for Groupware Heuristic Evaluation.
2685,Location-based integration for mobile search.
2686,Efficient SQL/TP temporal extensions for query evaluation.
2687,Spatial join algorithms with optimization for multiple inputs.
2688,Facial feature tracking with Gabor wavelets.
2689,Max software agent induces serendipitous insights online.
2690,Personalization with language models for context-based techniques.
2691,Fragmentation for efficient query processing in data warehousing.
2692,Digital city architecture with cooperative information agents.
2693,Middleware for XML-centric distributed applications.
2694,Learning object recognition outperforms others.
2695,Learning lateral interactions for feature binding.
2696,Automated system for agent architecture generation.
2697,Coordinating adaptations in open service architectures.
2698,Integrating modern system with legacy VA database.
2699,Web crawling for high-performance systems and research.
2700,Compression enhances index query efficiency.
2701,Rank aggregation methods combat spam in web searches.
2702,Enhancing multi-agent system development through logic programming.
2703,Distributed simulation of complex multi-agent systems.
2704,Web-based negotiation server for e-commerce.
2705,Web pages linked by related content.
2706,Interoperability challenges between mobile agents and ACLs.
2707,Market complexity with side constraints and attributes.
2708,Efficient single-server PIR protocols with minimal assumptions.
2709,Mobile agents shaping future Internet landscape.
2710,Code mobility study in abstract mobile computing.
2711,Social-psychological model for synthetic actors in theater.
2712,Combining SDLIP and STARTS for metasearching protocol.
2713,Data mining models as internet services overview.
2714,Concurrency control for replicated real-time databases.
2715,Global tracking service for secure mobile agents.
2716,Geographical scope analysis using text analysis.
2717,Virtual off-screen space design guidelines.
2718,Temporal R-tree extensions for spatiotemporal data indexing.
2719,Performance benchmarks and storage analysis for ODBMS.
2720,Framework for relational metadata with ontology-driven annotation.
2721,Data integration transformation from local to global view.
2722,Evolutionary algorithm for decision rule induction.
2723,Temporal reasoning language with meta-level operators.
2724,Probabilistic face recognition with Bayesian analysis.
2725,Semantic theory for logic programs.
2726,Impact of shopbots and pricebots in markets.
2727,Web-based ITS with hybrid neurules for knowledge representation.
2728,Rough set method for analyzing large databases.
2729,VDS algorithm for Generalized Assignment Problem.
2730,Optimizing search with contextual category interfaces.
2731,Hybrid interface specification for virtual environments.
2732,Non-monotonic knowledge representation with belief operator.
2733,Calibrating energy parameters for image analysis.
2734,Bayesian approach for compliant motion sensor processing.
2735,Video search and summarization technology.
2736,Feasible formations in multi-agent systems.
2737,Enhancing teamwork in multi-agent environments.
2738,Adaptive medical information retrieval system.
2739,Efficient parallel web crawler design.
2740,Enhancing ATC UI design with new techniques.
2741,Agent-based planning in global manufacturing scheduling.
2742,Querying in software reengineering with diverse technologies.
2743,Market timing system using Grammatical Evolution.
2744,Clustering algorithm for MRI segmentation.
2745,GIS and VR enhance historical material visualization.
2746,Logic-Based User-Defined Aggregates for Advanced Databases.
2747,Extending Agent UML for representing agents.
2748,Median computation with uncertainty using optimal algorithms.
2749,Active learning improves SVM classification efficiency.
2750,Text mining rule induction system TEXTRISE.
2751,Face recognition with shape and texture using EFM.
2752,Direct policy search with statistical tests.
2753,Custom scheduling for agents in dynamic environments.
2754,Improving access to medical expertise through wearables.
2755,Simulated heating enhances local search in GSAs.
2756,Rapid prototyping for ATC interface.
2757,Maintaining feature weights in evolving CBR systems.
2758,Hybrid tracking for augmented reality technology.
2759,Automatic text identification in digital video key frames.
2760,Web caching with data mining techniques.
2761,Spoken Document Retrieval at TREC-7 by Cambridge University.
2762,Enhanced robot control with multiple sensors integration.
2763,Wearable and ubiquitous computing for context-aware applications.
2764,Machines learning to see and interact.
2765,Active learning for partially labeled HMMs.
2766,Continuous-based heuristics for graph isomorphisms.
2767,Artificial brain development using FPGA-based CAM-Brain machine.
2768,Markovian models for sequential data in ML.
2769,Scalability enhancement in Knowledge Discovery in Databases.
2770,AI system for collaborative problem-solving.
2771,Retrieve text documents from multiple databases.
2772,Study on Monadic Datalog and Web Information Extraction.
2773,Mobile agents for distributed application development.
2774,Optimizing search engines with clickthrough data.
2775,Automatic database selection algorithms outperform gGlOSS efficiently.
2776,Learning strategies in three-valued setting using logic programs.
2777,Enhancing web search results with user annotations.
2778,Agent groups evolve for collective problem solving.
2779,Collaborative Internet document access system.
2780,Weight adjustment for centroid-based text classification.
2781,Automatic web-page classification using Yahoo hierarchy.
2782,Fuzzy and logic programming for AI problems.
2783,Real-Time FRP: Cost-Aware Implementation and Semantics.
2784,OMS Rapid Prototyping for Object-Oriented Databases.
2785,Formal support for multi-perspective requirements engineering.
2786,Temporal SPC algebra for query optimization.
2787,Automated knowledge fusion with Formal Concept Analysis.
2788,Tutorial dialogue system for student explanations analysis.
2789,Unifying class-based representation formalisms in computer science.
2790,Adaptive web interface for personalized information retrieval.
2791,Infrared technology for building navigation system.
2792,Discovering rules in time series data.
2793,Prediction system using n-gram models.
2794,Category representation challenges in text categorization.
2795,Companion systems for first order data mining.
2796,Logic programs for intelligent web search.
2797,Optimizing top N MM query processing techniques.
2798,Extension of logic programming paradigm: super logic programs.
2799,Wearable visual robot with decoupled camera movement.
2800,Optimization approach for proximity-based clustering.
2801,Distortion filtration in video collaboration spaces.
2802,Temporal database reasoning with DLRUS logic.
2803,"Software evolution towards decentralized, autonomous components."
2804,WebSifter: Ontological Web-Mining Agent for E-Business.
2805,Software tools for space telescope efficiency.
2806,Indexing for spatio-temporal data warehouses with OLAP support.
2807,Distributed system monitoring and management technology.
2808,TSVMs enhance text classification with limited data.
2809,Generate variable range tables in optimized programs.
2810,Probabilistic classification and visualization for data understanding.
2811,Dependency analysis for variable sharing.
2812,Cubist-inspired object recognition system with impressive performance.
2813,Integrating navigation and deliberation for autonomous agents.
2814,Enhancing U-Datalog with negation.
2815,Dynamic team training support for instructors.
2816,Web Personae for personalized information retrieval.
2817,User modeling with logic programming.
2818,Query processing in device database system using ADTs.
2819,Formalizes BDI agents for practical use.
2820,Eye gaze faster than mouse; multimedia interaction enhanced.
2821,Database views dynamics using situation calculus and SSAs.
2822,Challenges and techniques for specialized search engines.
2823,Locally varying weights enhance k-NN accuracy.
2824,Evolutionary design with multi-objective optimization.
2825,Automating language evolution in artificial agents.
2826,Integration of distributed visual databases.
2827,Bootstrapping ontology-based information extraction system.
2828,Autonomous robots recharge using motives and emotions.
2829,Source code repository system without model restrictions.
2830,OLAC Metadata Set for Language Resource Discovery.
2831,Multi-swarm agents solve network problems.
2832,Deductive language with object-oriented features.
2833,Data mining for intrusion detection with agents.
2834,Rule induction for network event triggers.
2835,Improving group behavior through individual adaptability.
2836,Comparison of inverted files and signature files.
2837,Temporal databases for analyzing human behavior.
2838,Adaptive distributed framework for advanced information retrieval.
2839,Fast supervised dimensionality reduction for document categorization.
2840,Program understanding tools impact programmers' comprehension.
2841,A-Teams formalism for solving complex problems.
2842,Data quality management in e-Business applications.
2843,Ajanta Mobile Agent System Security Architecture Summary.
2844,Efficient management infrastructure for virtual enterprises.
2845,Fuzzy spatial queries with configuration similarity approach.
2846,Secure web architecture for mobile code distribution.
2847,"Learning to order using preference judgments, experimental results."
2848,Querying XML documents using Xyleme's extended OQL.
2849,Niche search engine for people's interests online.
2850,Appearance-based place recognition for mobile robot localization.
2851,Generate UI code in model-based environment.
2852,Enhanced genetic rule induction algorithm for performance improvement.
2853,Automated genomic annotation with multi-agent system.
2854,Robots learn concepts through unsupervised interaction.
2855,Enhancing wearable computer performance with context sensors.
2856,Historical development of HCI technology by universities.
2857,Content integration challenges in E-Business with XML.
2858,Protein structure prediction using genetic algorithms and neural networks.
2859,"Open, agile information systems with Contractual Agent Societies."
2860,Efficient learning through relational representation.
2861,Enhancing web search with reflective architecture and agents.
2862,Web annotation tool for personalized browsing.
2863,Imitation learning for robotics using sensory-motor primitives.
2864,Database integration using textual similarity logic.
2865,Enhancing ranked query model applications.
2866,Fusion of CI and Web Tech for e-Business.
2867,Efficient phrase querying with low disk overheads.
2868,Randomized planning for biped locomotion with motion clips.
2869,Terrain visualization with restricted quadtree triangulation.
2870,LuCe technology for MAS design and development.
2871,Face recognition with probabilistic approach for occlusions.
2872,Web querying with graph-oriented languages.
2873,Tabling implementation in XSB system.
2874,IDS development using SFT and CPNs approach.
2875,Implementing Multi-Agent Architecture for Cooperative Software Engineering.
2876,Proposing schemas for LDAP directories.
2877,Learning system for multi-agent cooperation.
2878,Case-based classification with similarity-based retrieval algorithm.
2879,Constructive biology in robotics with temporal grounding.
2880,Handling imprecision in multidimensional databases for OLAP.
2881,ICA for color image representation in scenes.
2882,Learning containment decision with specific approaches.
2883,Agent learning through influence diagrams in MAS.
2884,Decidable first-order modal logics.
2885,Data Warehouses with OO Conceptual Models.
2886,Global minimizers in image segmentation using level lines.
2887,Facial feature detection using Gabor decomposition.
2888,Temporal Description Logic for Actions and Plans.
2889,Text classification improved with labeled and unlabeled data.
2890,User guidance importance in case-based knowledge acquisition.
2891,Image retrieval system based on region segmentation.
2892,Integrating scripted and reactive behaviors in agents.
2893,Efficient hand motion capturing algorithm.
2894,Agent virtual organization in network computing.
2895,Software reuse through personalized information delivery.
2896,Robotic autonomy for planetary exploration.
2897,User behavior learning in image retrieval algorithm.
2898,Learning approach for natural language disambiguation.
2899,Virtual roughness perception through force-feedback.
2900,Efficient querying of moving objects with paths.
2901,FLORID tutorial on F-Logic programming.
2902,Broker agent architecture with automated maintenance support.
2903,Hybrid filtering for personalized online newspaper recommendations.
2904,DBMS-based e-commerce system for B2B markets.
2905,Random probability functions for expert system testing.
2906,Assisted cognition technology for Alzheimer's patients.
2907,Document expansion enhances speech retrieval accuracy.
2908,Anesthesia information management with intelligent agents.
2909,Enhancing collaboration in digital libraries.
2910,Unified XML query language for diverse data sources.
2911,Matching concepts with variables in Description Logics.
2912,Personalized web document filtering with reinforcement learning.
2913,Wearable platform using modified Nintendo GameBoy.
2914,Machine learning for intelligent agent development.
2915,Enhancing textual CBR case representation through extraction.
2916,Handheld devices for collaborative groupware platform.
2917,Database replication for performance and consistency.
2918,Knowledge base creation from the Web.
2919,Scalable replication for fault tolerance and performance.
2920,Metasearch using document linkages.
2921,Social mental shaping in multi-agent environments.
2922,Extending IS technology with agent concepts.
2923,Assessing novelty of text-mined rules.
2924,Supporting creativity through user interface design.
2925,Dutch pronunciation variation machine learning.
2926,Multi-agent decision making with argumentation theory.
2927,Meta-learning for algorithm selection.
2928,Personalized TV guide with collaborative recommendations.
2929,Workshop on Intelligent Information Integration.
2930,Active measurement database for industrial applications.
2931,Prosody modeling in speech generation: methodological challenges.
2932,Non-ground representations of stable and well-founded semantics.
2933,Trajectory-based action recognition with 2D and 3D.
2934,Incremental materialized view maintenance in databases.
2935,Schema versioning model integrating design and temporal versions.
2936,"Central node: Software understanding through task-oriented planning approach.
One hop node: [Description not provided]

Central node summary: Task-oriented software understanding approach."
2937,Lock-free scheduling for parallel simulation with improved performance.
2938,Text region detection using statistical measures.
2939,TSBT modification for spatio-temporal image database indexing.
2940,Logic-based AI architecture inspired by Brooks.
2941,GQL enhances SQL for genomic databases.
2942,Travel app development challenges for multiple devices.
2943,Querying databases with multiple examples for users.
2944,Agent UML in Supply Chain Management: Initial Findings.
2945,BDI modeling for autonomous agents control.
2946,Event-Driven FRP for real-time applications with guarantees.
2947,Automated web page labeling with user actions.
2948,Automated synthesis of complex agent architectures.
2949,Hierarchical novelty detection in text.
2950,ADEPT-based BPM system for BT quote process.
2951,Hybrid method for user profile and intrusion detection.
2952,Probabilistic planning for biped locomotion.
2953,Persistent object store for distributed systems.
2954,Ordinal regression with Support Vector Learning.
2955,Multimodal system processing for robust mobile performance.
2956,IMPACT platform for heterogeneous agents in multi-agent systems.
2957,Ranking documents based on mutual references.
2958,Cost model for distributed Petabyte data store.
2959,Smart appliances with context-aware applications.
2960,Location-Aware Information Integration for Mobile Search.
2961,Information extraction in diverse domains using multistrategy learning.
2962,Evolution of web and databases with XML.
2963,Vision-based robot control without 3D model.
2964,Mobile agent framework for compound documents.
2965,Efficient data mining for path traversal patterns.
2966,Efficient support for complex multiversion XML queries.
2967,Automatic subgoal discovery in reinforcement learning.
2968,User preference capture in recommender systems using ontologies.
2969,Enhancing mobile agent security with proxy signatures.
2970,VR system for multi-agent interaction in RoboCup.
2971,Internet growth and search engine challenges addressed.
2972,Task allocation in multi-agent systems using coalition formation.
2973,Optimizing server selection for improved response time.
2974,Classification system for rectangular shapes using FPGA/DSP.
2975,Enhancing exception handling in spreadsheet systems.
2976,Neural network models survey with computational taxonomy.
2977,Distributed data warehouse with relaxed consistency.
2978,Dynamic virtual document publishing language for Web.
2979,Enhancing XML semantics with Declarative Description theory.
2980,Robotic learning through imitation and feedback.
2981,Query rewriting algorithm for semistructured data integration.
2982,Intelligent RoboCup agent ABC architecture and implementation.
2983,Agent-based telemedicine system for telepathology applications.
2984,Objective web page ranking method for PageRank.
2985,Agent-Based Approach for Distributed Software Integration.
2986,Predicting rare events in event sequences.
2987,Java framework for speech technology applications.
2988,Facilitates profile-based cooperation for mobile users.
2989,Clustering algorithm for hypertext document organization.
2990,Integration of heterogeneous information sources using ontology.
2991,Mathematical framework for meaning in interaction games.
2992,Animated agent aids procedural training in VR.
2993,Cost optimization for complex decision support queries.
2994,Formal BDI model with belief degrees.
2995,Improved graph-based search algorithm with personalized features.
2996,Wearable computing for consumer shopping with location sensing.
2997,"Skill learning model CLARION: bottom-up, dual representation."
2998,Robotic vehicles for surveillance and reconnaissance.
2999,Map learning and navigation for mobile robots.
3000,Agent-based Petri Net model for e-commerce.
3001,Essex Wizards'99 RoboCup Team soccer agent.
3002,Dynamic BBNs for fault management in telecommunications.
3003,Item-based collaborative filtering for personalized recommendations.
3004,Enhancing retrieval systems with context information.
3005,Program comprehension in multi-language systems.
3006,XML query processing with keyword search extension.
3007,Hierarchical Bayesian approach for multi-task learning.
3008,Modeling multi-agent behaviors using PrT nets.
3009,Agents ensure process coherence in virtual enterprises.
3010,Enhancing BDI framework for adaptive human operators.
3011,Cooperative multiagent system for travel planning.
3012,Adaptive behavior combination with basic motivations.
3013,Adaptive penalty for genetic algorithm optimization with constraints.
3014,Coordinates planning and execution in simulations.
3015,Optimal parameterization for autonomous navigation.
3016,Web graph structure analysis with core components.
3017,Robotic soccer competition with Sony legged robots.
3018,Extreme Programming for Multi-Agent Systems Development.
3019,Risk prediction feature selection using EAD.
3020,Collaborative network agents using state machine model.
3021,Mobile robot interacts with crowds in public places.
3022,Dialogue interpretation in plan-based agent architecture.
3023,Evolution of 2D pattern detectors on CAM-Brain.
3024,Directory querying with formal data model.
3025,User modeling with machine learning and knowledge representation.
3026,Fuzzy rule-based classification system with GA.
3027,Enhancing index structures for structured document retrieval.
3028,Fast collaborative filtering algorithm for recommendations.
3029,Autonomous page ranking method for unbiased metasearch.
3030,Desires integration and planning for agent architectures.
3031,Visual Information Retrieval in Distributed Repositories.
3032,Cooperative problem solving in multi-agent systems.
3033,ILP and logistic regression for data analysis.
3034,Enhancing data processing efficiency with Active Disks.
3035,ML user modeling for precise search engine.
3036,Reasoning complexity in description logics with TBoxes.
3037,Enhancing search results with user preferences.
3038,Predicting mental states in communication.
3039,User support system for software usability.
3040,Scalable maintenance strategy for distributed data warehouses.
3041,Modify C4.5 for loss minimization in multi-class.
3042,Adaptable user interfaces for component-based systems.
3043,Discover cyclic association rules with new algorithms.
3044,Spoken document retrieval experiments.
3045,Expressiveness of Distributed Leasing in Coordination Languages.
3046,Optimizing learning for interactive image retrieval techniques.
3047,Phrase matching for text classification in DORO system.
3048,Hidden value of the Deep Web.
3049,Enhancing mobile communication with context sharing.
3050,Image segmentation for improved image querying.
3051,Implicit ratings for personalized recommendations in recommender systems.
3052,Collision perception model for real-time animation.
3053,Efficient data extraction algorithm using hierarchical wrapper.
3054,Evolution of neural controllers for animal locomotion.
3055,Reasoning about updates in Transaction Logic.
3056,Expert system technology in observing tools evolution.
3057,BDI Design Principles in RoboCup Agents: Summary.
3058,Face-recognition algorithm evaluation using FERET methodology.
3059,Optimizing I/O throughput for multiple disks.
3060,Predicting web documents using association rule classifiers.
3061,Web robots disrupt caching with referencing patterns.
3062,Optimizing query plans for data integration efficiently.
3063,Self-bounding learning algorithms for error estimation.
3064,Dynamic role-based multifaceted object modeling.
3065,Community services integration for knowledge transfer.
3066,Multi-Agent Systems Specification and Simulation
3067,Approximating t-norms and t-conorms for knowledge representation.
3068,Enhancing storage system performance with Active Disks.
3069,Efficient spatial OLAP operations in data warehouses.
3070,Analog neural nets struggle with noise.
3071,Dynamic updating of coordination rules through diagnosis.
3072,Identifying web community through self-organization.
3073,Central node: Versus: Web Repository Model for Data Management.
3074,Constrained Genetic Algorithms for Nonlinear Optimization.
3075,Declarative semantics of belief queries in MultiLog.
3076,Agent architectures rely on limited analysis.
3077,Efficient web community identification using flow algorithms.
3078,Partially labeled classification with Markov random walks.
3079,Efficient sequence mining algorithm with constraints.
3080,Robots control and coordination in human environments.
3081,Efficient architecture for querying streaming sensor data.
3082,Decentralized maintenance of multi-view data warehouses.
3083,Automatic document classification based on context.
3084,Barrier trees for transition frequencies in landscapes.
3085,Abductive and Consistency-Based Diagnostic Reasoning
3086,Heuristic compression for large case bases.
3087,Ubiquitous computing with computer-augmented everyday artefacts.
3088,Toolkit for reducing recognition errors.
3089,Mobile-agent system for efficient information retrieval.
3090,Community hierarchy extraction using bipartite graphs.
3091,Observation and control of multi-robot behavior.
3092,Database-independent conceptualizations and structure translation.
3093,Enhancing neural network evolution efficiency.
3094,Importance of communication in multiagent robotic systems.
3095,Trust management in wearable communities through reputation system.
3096,Wearable videoconference system with telepointer.
3097,Automated mediator generation for data warehouse changes.
3098,Adaptive information extraction for information agents.
3099,Wrapper induction for efficient content extraction.
3100,Flexible spatio-temporal schema selection model.
