ID,Description
1153861,Data mining with unsupervised neural networks.
35863,Efficient reinforcement learning with k-DNF action maps.
1121176,Connectionist learning with Case-Based Reasoning.
1131301,CLTs criteria in Hastings-Metropolis algorithms with Markov chains.
1131305,Hybrid samplers' convergence properties in MCMC.
1105148,Maximizing rewards in unknown environments with EIRA.
134219,Evolutionary computation and algorithms for problem-solving.
671052,Face specialization influenced by task and frequency.
1131312,Proving convergence bounds in MCMC algorithms.
156794,Correcting correlated action effects in regression.
1153896,Ant training for Santa Fe trail navigation.
1153899,Accelerating machine learning with polymorphic typing.
167656,Boosting enhances naive Bayesian learning.
239829,Improve minority class prediction with weights.
1104435,Efficient decoding with iteratively decodable codes.
187260,Integrating previous explanations in instructional dialogues.
231198,Fixed-size storage learning algorithm for recurrent networks.
1131334,Cheeger's constant in Markov chain convergence.
1131335,Estimating L1 error for Markov sampler.
142268,Modeling uncertainty with plausibility measures.
504,Belief formation in AI through rational representation.
506,Rationality in reasoning and representation systems.
228990,Efficient DNA sequence assembly algorithm.
228992,Efficient shotgun sequence assembly algorithm.
1132073,High performance parallel supercomputer with intelligent communication.
654326,Evolutionary approach integrates CLP and GA.
1116044,Tutorial on logical reasoning about uncertainty.
1131359,Comparison of SAW-ing EA and Grouping GA.
643485,Geometric ergodicity of hierarchical random effects model.
654339,Regularities constrain weights in neural networks.
1107319,Learning algorithms for bounded-width branching programs.
132821,Parameterized complexity of sequence alignment.
360028,Constructing new attributes for decision trees.
214472,Exploring computable universes and complexity theory.
646334,Self-targeting candidates improve convergence rates.
653628,Predictability of data values in research.
1107325,Characterizing dimensions in practical design problem-solving.
166989,Learning algorithm for DNF with efficiency.
1111788,Multivariate trees improve accuracy over univariate.
151708,Polychotomous regression models with stochastic gradient method.
118259,Hierarchical control structures in reinforcement environments.
32260,On-line investment algorithm with multiplicative updates.
137130,Belief revision systems with AGM postulates.
92589,Bayesian networks with feature selection for prediction.
118260,Hierarchical control learning in changing environments.
124828,Ensemble training for classification with zip data.
141596,Variational Gaussian Process Classifiers for classification.
197452,Dynamic technique for structure selection in neural architecture.
646357,Convergence analysis of diffusions and discretizations.
1153106,Classifying EEG signals with sparse polynomials.
30817,Analysis of Hebbian rules in linear networks.
642798,Optimal scaling for efficient random walk algorithms.
1130676,Efficient learning of overcomplete data representations.
1107355,Reactivity and planning for improved performance.
1118209,Tailored teaching model for specific learners.
987188,Improving neural network performance through quantization.
87417,Design space search guided by modeling knowledge.
23545,Grounded concept formation for mobile robots.
23546,Perceptual features for robot navigation through action-oriented.
1113926,Enhancing RBF networks with EUBAFES technique.
94713,Bayesian network parameter estimation with missing values.
1107367,Continuous operator learning for robotic navigation.
987197,Study on distribution-dependent PAC learning.
521183,Formalizing knowledge content in case memory.
1114664,Technical report on Knowledge Based Systems.
69296,Optimizing genetic algorithms for performance evaluation.
51180,Efficient learning algorithm for specific automata subclasses.
43165,Grammatical inference with recurrent neural networks.
1132815,Hybrid lazy neural tree for regression.
1107385,Factor analyzers for digit segmentation and pose estimation.
100197,Comparison of neural networks and statistical models.
520471,Choosing arguments for new predicates.
215912,Identifying splice and start sites in mRNA.
61312,Sexual selection impacts evolutionary dynamics.
1129106,Technical diagnosis using case-based reasoning techniques.
43186,Feature-based semantics in NLP with recurrent networks.
1129111,Learning techniques with regularization for approximation.
41732,Connectionist network controls autonomous vehicle navigation.
22869,Case-Based Reasoning for Robotics Control Evaluation.
9513,Analyze learning challenges with changing data distributions.
9515,Tracking concept drift by minimizing disagreements.
119712,Genetic algorithm for pattern classification.
270456,Gaussian process regression with Bayesian perspective.
5959,Chunking in soar: A versatile learning mechanism.
576362,"Evolving controllers for physical robots: challenges, directions."
1153183,Linear discriminant updates using quasi-additive algorithms.
22874,Prototype similarity-based retrieval tool for software repositories.
22875,Inductive learning techniques in case-based reasoning.
22876,Case-based reasoning system with flexible retrieval.
1124837,Modeling therapy decisions using POMDPs.
1132857,Market-based consensus probability distribution derivation.
594511,Efficient genetic programming with strong typing.
22883,DNA promoter sequences theory for learning systems.
238401,Pairwise coupling for polychotomous classification strategy.
1136449,Receptive field topography rearrangement after stimulation.
714208,Testing exogeneity of instrumental variables in econometrics.
9559,Incremental learning for computer intrusion detection.
135798,Classification methodology for ill-structured domains.
1152490,Unsupervised neural networks for association rules.
1109566,Hybrid classification algorithm for improved performance.
1103038,Managing context-sensitive features in machine learning.
177115,"Case Retrieval Nets: Foundations, Properties, Implementation, and Results."
523394,Automated discovery of linear feedback models.
1128453,Adaptive penalty method for genetic algorithm.
1109581,MDP reachability analysis with compact representations.
101660,Meta-knowledge extraction for hypothesis space restriction.
101662,Learning logic programs within Bayesian framework.
9581,De-noising with smooth wavelet reconstruction properties.
9586,Adaptive simulated annealing in control and cybernetics.
1135750,Algorithm for largest agreement subtree in trees.
51934,Neural network tools for ECG monitoring.
762980,Study on visual cortex plasticity and modeling.
1153900,Accelerating machine learning with additional resources.
593859,Analysis of GP populations in MAX problem.
714256,Probabilistic calculus for causal domains.
8874,Coevolutionary approach enhances function optimization effectively.
25794,Impact of lifelong learning on knowledge transfer.
75121,Importance of knowledge in inductive learning.
28632,Investment strategies with improved algorithms.
1153922,Efficient computational and storage advantages in networks.
1119742,Object recognition using Bayesian networks.
63549,Monte Carlo method for Bayesian learning.
1138619,Scheduling algorithms for processors with lookahead.
1102364,Conflicts in preference-based default theories.
28640,Predicting binary sequences using advanced algorithms.
28641,Connections between game theory and algorithms.
409725,Optimizing code generation with resource requirements.
292277,Evolving control structures with defined macros.
606479,Evolution of communication schemes in multi-agent systems.
1153942,Efficient parallel Genetic Programming on SIMD.
1153945,Group formation effects on evolutionary search analyzed.
1153946,Primate retinal cone pathways: experiments and results.
709113,Improving superscalar processor performance through theoretical model.
194609,Predicting mRNA sites using neural networks.
90470,Automated plan recognition using probabilistic belief networks.
820661,Binary tree quartet splits inferred via dyadic inference.
820662,Algorithm for accurate evolutionary tree reconstruction.
1105231,Computer simulations in theoretical biology for Artificial Life.
73712,Closed shift-invariant subspaces for specified approximation.
54844,Learning domain-specific bias through related tasks.
684972,Probabilistic principal axes determination in data analysis.
134314,Belief change in dynamic systems modeling.
735303,Efficient global optimization method for continuous spaces.
824245,Stimulus specificity in perceptual learning implications.
195361,Optimizing step-size parameters in temporal-difference learning.
529165,Gas identification with temperature sensor and AI.
1131414,Retinal ganglion cell behavior simulation model.
617378,Characterizing musical sounds using higher order statistics.
1120563,Memory model for distributed processing.
47570,Document reuse framework with illocutionary and rhetorical structure.
684986,Hierarchical latent variable model for visualization.
735311,Differential Evolution for Function Optimization principles.
187354,ILP for diterpene structure elucidation from 13C NMR.
1132157,Naive Bayesian learning adaptation.
58436,Efficient model selection for hillclimbing search.
278403,Efficient parameter reduction in neural networks.
58453,Intelligent search for complex design optimization.
58454,Prototype selection rules for iterative design.
206524,Automatic fraud detection using data mining.
593104,Genetic programming explores bloat with fitness.
133628,Sensor data classification using supervised Bayesian learning.
46887,Learning higher-order polynomials through feature construction.
49720,Bayesian experimental design for linear models.
1131471,Classification algorithms for regression tasks methodology.
643597,Bayesian modeling for nonlinear time series.
1107418,Evolving teamwork and coordination in genetic programming.
1129994,Research on AI and knowledge-based systems.
573535,Algorithm for perfect phylogeny and triangulation.
814836,Comparison of scheduling algorithms in processors.
1119004,Brain-mind interactions at multiple scales.
1134320,Treatment effects formulas with imperfect compliance.
1116181,Exploration in machine learning systems implications.
1108167,Learnability of complex DNF formulas efficiently.
1108169,Facial feature extraction using neural networks.
49753,Bayesian optimal design for normal linear model.
57773,Software pipelining for architectures with structural hazards.
7430,Multi-time models for abstract planning.
521251,Comparison of case-based classifiers and rote-learning.
593155,Hand programming and learning for robotics solutions.
642894,Convergence rates of various sampling algorithms.
1126315,Gas detection using olfactory sensors and neural networks.
1108175,"Interdisciplinary study linking neurobiology, cognition, AI."
1059953,Predicting sequences with minimal loss.
521269,Unifying ordinal and cardinal similarity measures.
1118302,Learning recursive Horn clauses with ILP.
1130780,Wavelet shrinkage method for curve estimation.
1134346,Causal effects in clinical experimentation using networks.
1134348,Distinguishing causal relationships in structural equation models.
1135082,Handwritten digit recognition with compact features.
899085,Regulating compile-time speculation for code performance.
124952,Efficient probabilistic inference in Bayesian networks.
240791,Self-generating teaching input for efficient learning.
189571,Probabilistic evaluation of counterfactual queries.
189572,Counterfactual evaluation in structural models for policy.
1126350,Malicious membership queries and exceptions in networks.
189574,Bayesian network theory refinement through learning.
177993,Study on energy extraction and behavior.
27230,Enhancing robot navigation with AI-based learning.
1119078,Theory patching tractability in logical domains.
128540,Balancing design and expertise for autonomous agents.
308529,Trainer role in reinforcement learning for agents.
54131,Critique of Building Block Hypothesis in GP.
75983,Spatial neural networks with reduced interference.
15670,Social network analysis in complex systems.
33818,Financial markets optimized trading using statistical mechanics.
95594,Scaling RL algorithms with variable temporal resolution.
6782,Supervised learning algorithm for compact decision trees.
33823,Statistical mechanics approach to EEG data.
25805,Learning DNF expressions and statistical query.
1153287,Hierarchical planning and learning in AI.
596075,Dynamic explanation generation in complex environments.
817774,Estimating nucleotide sites for evolutionary trees.
18532,Stabilization of systems with measurement error.
18536,Proof of Artstein's theorem on stabilization.
235670,Enhancing software pipelining efficiency through unroll-and-jam.
235678,Efficient stage scheduling in modulo schedules.
235679,Efficient modulo scheduling with minimal registers.
739707,Software design and implementation for RAP.
17811,Genetic algorithms improve feature selection efficiency.
503871,Improving neural networks through adaptability and performance.
235683,Minimizing register requirements for rate-optimal software pipelining.
1128531,Declarative to procedural knowledge transfer approach.
594649,Occam's Razor impact on neural networks.
1128536,C programming machine learning library tutorial.
1102400,Incremental algorithm for learning regular grammars.
593921,Fitness-driven growth in evolutionary computation.
486840,Adaptive strategy in evolving environments.
1127810,Reactive obstacle avoidance in autonomous robots.
503893,Genetic algorithms for combinatorial optimization problems.
399370,CuPit-2: High-level parallel programming language.
387795,Evolutionary robotics design strategies at UNR.
220420,Genetic local search for QAP.
593942,Programming challenges for artificial ants.
8961,Machine Learning Research: Four Current Directions
645016,Perfect simulation algorithms in various models.
481073,PAC adaptive control algorithm for exploration.
11337,Decision tree size biases based on distribution.
578650,Collective memory through information center utilization.
1130069,Sound texture analysis using higher order statistics.
1127851,Efficient high-level language bias generation for ILP.
124224,Behavior near zero of GCV estimates.
37483,Enhancing learned rules with new techniques.
578669,Hybridized search techniques enhance program discovery efficiency.
1127863,Clausal Discovery in Temporal Databases for KDD.
1135894,Progress and plans of first four years.
645046,Exponential convergence of Langevin diffusions.
22229,Automatic programming for learning mental models.
149669,Analyzing time and probability in reasoning.
365294,Efficient planning with multi-time models.
169279,Smoothing spline models for correlated random errors.
1138755,Optimization criteria for multiple sequence alignment.
323128,ECOC technique corrects bias and variance.
22241,Program evolution and optimization through control structures.
156977,EM Algorithm for Mixtures of Factor Analyzers
763010,Visual cortex plasticity and receptive field changes.
1120650,Inducing logic programs with multiple recursive clauses.
1105344,Gaussian processes for regression in NN.
59244,Automated knowledge base refinement with explanations.
286500,Framework for evolving complex behavior in agents.
567005,Unsupervised neural network controller for robots.
644361,Perfect sampling algorithm for Harris Markov chains.
644363,Exact simulation algorithms using Markov chains.
154023,Robust convergence of nonlinear identification algorithm.
286513,Studying specialist and generalist behaviors in evolution.
459206,Contextual semantics influence genetic programming evolution.
671269,Predicts conditional probability distributions for time series.
1105360,Negation in stable ILP for learning.
1112650,Decision-theoretic approach to understanding defaults.
632796,Wavelet thresholding for density estimation.
47682,Enhancing learning algorithms for better generalization.
47683,Incremental model for commonsense reasoning.
47684,Efficient metric for inductive learning.
4637,Efficient algorithm for learning switching distributions.
642920,Connectionist architecture demonstrating systematicity in cognition.
634902,Heuristic approach improves genetic bin packing.
459213,Genetic program operators analyzed using edit distance.
459214,External dependency impact on genetic programming.
634904,Comparison of serial and parallel Genetic Algorithm.
459216,Evolutionary learning techniques with internal reinforcement.
20821,Introduction to logical decision trees.
178718,Indexed bibliography of genetic algorithms 1957-1993.
1108209,Evolutionary algorithm study on crossover operator.
1112665,Algorithm enhances center point selection efficiency.
1104647,Real-time adaptive neuro-evolution for agents.
1140289,Predicting utility loads with Artificial Neural Networks.
66563,Genetic Programming Schema Analysis using Experiments.
67292,Efficient nonlinear control estimation using RBF.
66564,Genetic programming study on crossover and mutation.
154047,Optimal identification of LTI systems.
642930,Connectionist architecture learns syntactic parsing precisely.
654519,Efficient air traffic control planning using evolution.
178727,Genetic algorithms approach to network design.
1135108,EM Algorithm for Gaussian parameter estimation.
593201,Optimal neural networks with genetic algorithms.
162075,Efficient VLIW/SIMD microprocessor for neural networks.
593209,Parallel Genetic Programming for fine-grained programs.
107569,Recognizing handwritten digits using generative models.
1123530,Fitness structure impact on subsolution acquisition.
1135115,Rapid learning of binding-match and detector circuits.
1132285,Learning harmonic progression with Markov models.
1131557,Specialization study in evolving artificial neural networks.
162080,Neural network library for training models.
3932,Analogues for innovative design explored.
593210,Genetic programming for program optimization discovery.
118424,Neural network routing for optical networks.
1135122,Fast parallel neural network training on MultiSpert.
634938,Genetic algorithm optimizes fragment allocation efficiently.
1131565,Gene regulation in neural network development.
20857,General model-level definition of data mining.
118435,Neural network reduces latency in networks.
118436,Memory access patterns prediction for performance optimization.
643695,Bayesian regression methods for simulation summarized.
1130847,Genetic algorithm outperforms greedy heuristic.
1111978,Bayesian neural networks consistency for regression.
1154012,Study on anytime influence diagrams summarized briefly.
1108258,Forest fire planning with temporal reasoning.
49844,Comparison of pruning methods for concept learning.
49847,Efficient pruning method enhances predictive accuracy.
189620,Efficient dynamic reasoning in probabilistic databases.
189623,Efficient belief network inference with localization.
1108267,Integrated approach for multiagent planning.
1050679,Genetic algorithm optimizes neural network topology.
634975,Genetic algorithm efficiency improvement through optimization.
1114838,Efficient network construction for general-specific relationships.
577227,CGA convergence properties for static optimization problems.
28026,CRNs handle large case bases effectively.
601561,Machine learning in agricultural databases using WEKA.
24476,Comparative preferences in decision-making contexts.
1026,Debate on learned behavior's impact on evolution.
95642,Adaptive reactive navigation in autonomous agents.
270600,Efficient rule derivation from specific examples.
145384,Temporal difference learning algorithms' performance analysis.
16461,Neural networks and machine learning in NLP.
35335,Parallel optimization theorem for multiple processors.
1138027,Program synthesis and transformation techniques for optimization.
1035,Studying sensor evolution using neural networks.
1114864,Annotated bibliography for AI Statistics tutorial.
1154068,Bayesian approach improves MARS model interpretation.
449841,Theory-guided logic program induction with regular language.
1154071,Perfect simulation using Gibbs and sandwiching methods.
1106854,Equivalence in controllability and Lyapunov functions.
210309,Minimax risk analysis in classification using entropy.
801170,Enhanced genetic algorithm for optimization efficiency.
251756,Cellular encoding for neural network control.
645870,Transition probabilities for Independence Metropolis Sampler.
144679,Automated design optimization with improved speed.
1138043,Weighted bipartite matching with polynomial complexity.
86923,Feedback stabilization in control systems.
342802,Phonetic classification using hybrid neural network.
1152633,Feasibility study of autonomous vehicles with control.
711527,ESOP minimization in Machine Learning.
684372,Self-organizing controller with polynomial models.
216878,Feature extraction and pattern finding techniques.
62274,Comparison of new and old algorithms.
72406,Comparison of reinforcement learning methods on pendulum.
101811,Universal representations in programming research group.
246618,Comparison of fixed and floating building blocks.
1136631,Improved probabilistic performance guarantees for classifiers.
1152676,Evolving cooperative groups using genetic algorithms.
235776,Automatic algorithm selection for inductive learning.
57119,Methods for competitive coevolution in EA.
119956,Comparison of global and local methods.
948147,Fast Kohonen Net Implementation for Spert-II
739816,Learning system for image segmentation.
3222,Optimality of Bayesian Classifier beyond independence.
1117786,Intelligent search method with ILP for problem-solving.
1110520,Generalization of visuomotor transformation in local remappings.
36802,Dynamic Belief Networks for event monitoring.
3232,Decision table evaluation for supervised learning.
3237,Feature subset selection with dynamic search space.
1111265,Neural network head tracking with adaptation.
695284,Complexity of combinatorial problems on colored graphs.
37541,Learning parity mappings challenges with methods.
1110546,Stochastic algorithms for graph optimization comparison.
71736,Sequential Importance Sampling for Nonparametric Bayes Models.
1135955,Impact of early stopping and regularization methods.
12155,Learning DNF formulas with malicious queries precisely.
258259,Error stability analysis of gradient algorithms.
1114118,Power system security margin prediction using RBF.
606647,Adaptive agents in dynamic fitness environments.
12165,Cooperative robots learn directed graphs efficiently.
1110563,Control and visualize neural networks efficiently.
12169,Learning model for ambiguous boundary with unreliable queries.
1133004,Local Multivariate Binary Processors with acknowledgements.
1133008,Modeling cortical neuron spiking variability with gain.
1102567,Argumentation system for cooperative design on the Web.
12195,Efficient learning algorithms for deterministic automata.
28851,Comparison of search algorithms for program discovery.
644427,Estimators for nearest neighbor random fields.
1113438,Evolution of motivation in adaptive learning.
1121459,Automatic phonetic transcription using machine learning.
689439,Machine description speeds up resource contention detection.
633585,Wavelet shrinkage for log spectrum estimation.
31083,Data mining with classification algorithms in C++.
6152,Reinforcement learning with modular neural networks.
1119987,Sonogram image classification using case-based reasoning.
1114184,Global controllability in time-varying systems.
82664,Learning memory search procedures for adaptation.
82666,Goal-driven learning in fundamental AI issues.
672070,Evaluate neural network predictors using bootstrapping.
672071,Method for obtaining local error bars.
632874,Minimax Bayes method for signal estimation.
1114192,Multimodal data exploration and neural network applications.
644470,Improved convergence in MCMC algorithms.
5462,Regularization principles lead to various approximation schemes.
594011,Study on bloat in variable length representations.
20924,Probabilistic similarity metrics for case-based reasoning.
1131634,Genetic search for optimal neural network architectures.
1120786,Nonparametric survival analysis using trees and splines.
1112767,Application of alternative discrete-time operators in nonlinear models.
180301,Estimating functions with Bayes estimators.
160705,Visual perception and learning in neural networks.
628458,Optimizing local Hebbian learning with ffi-rule.
628459,Neural architecture learns spatial transformations effectively.
1130915,Neural network forecasts on wavelet-transformed time series.
1116336,Compute missing information fraction for EM algorithm.
390889,Hierarchical model with dynamic unit selection.
57922,Learning from multiple-instance examples with noise.
594039,Hierarchical learning with procedural abstraction mechanisms.
13654,Enhancing connectionist networks through control mechanisms.
57932,Dynamic reposing vs tangent distance for drug prediction.
73972,Integrating case-based reasoning and heuristic search.
198443,Genetic representations for evolutionary design optimization.
60159,Parallel language for neural algorithms tutorial.
101143,Modeling goal-driven explanation learning process strategies.
101145,"Everyday abductive explanation, experience, and goals."
763181,Visual cortex model predicts cortical reorganization.
44121,Factor graphs model global functions efficiently.
593328,Evolution of time-optimal fly-to controller.
259772,Enhancing case-based reasoning through precedent comparison.
189708,Model for fast decision-making in autonomous agents.
60169,Compiler for CuPit on MasPar MP-1/MP-2.
24530,Approximate dynamic programming for structured MDPs.
467383,Evolving Turing-complete programs for register machines.
20972,Importance of exploration in learning games.
13686,Symbolic and neural learning in ML framework.
152731,Efficient neural network model for processing sentences.
118558,Memory-based Q-learning for adaptive traffic control.
118559,Signal predistorter adaptation using dual reinforcement learning.
1154123,Clearning for noise-free input assumption violation.
1154124,Noise reduction and improved learning in modeling.
1126503,Lifelong robot learning with limited data.
40583,Bayesian wavelet thresholding for regression with prior.
95719,Comparison of Laplace approximation basis choices.
693143,Efficient algorithm for large datasets.
36131,Adaptive probabilistic networks for intelligent systems in AI.
1123689,Scalable and effective Bayesian network learning.
6913,Investigating convergence of EM and Gibbs.
256106,Underwater mammal classification using wavelet analysis.
36140,Improving multiclass learning with error-correcting codes.
1115670,Completeness theorem for inverse entailment in inductive inference.
1108389,Bayesian network arc reversal algorithm for simulations.
6923,Learning logic formulas with interpretations and constraints.
6925,Algorithms using rectangles for multiple-instance problem.
36162,Efficient neural network operations and learning.
62329,Automatic modular neural network for efficient learning.
36167,Model uncertainty for safe dynamic control learning.
6941,Handling multi-class and real number problems.
245288,Improving peg-into-hole assembly speed efficiently.
62333,Auditory perception system for humanoid robot sound localization.
189774,Assessing causal influences from indirect experiments.
1133846,System identification with nonuniform frequency response data.
167205,Space-Time Scheduling of Parallelism on Raw.
62347,Hand manipulation learning for humanoid hand.
267003,Initialization and search bias in neural networks.
1114992,Analog neural nets struggle with regular languages.
1112026,Converts symbolic rules into network for revision.
1119295,Distance induction in first-order logic.
1111304,Reinforcement learning enhances medical diagnostic decision-making.
964248,Data mining and visualization for Bayesian classifier.
45603,Symbiotic evolution in sequential decision tasks.
1109830,Efficient neural network execution with reduced precision.
1152761,Genetic algorithms for efficient neural network learning.
62389,Machine learning challenges and solutions in design.
444191,Optimizing smoothing splines for projection pursuit.
263482,Improving ILP learning system performance with sketches.
263486,Recursive Horn clauses with iterative bootstrap induction.
263498,Genetic algorithms optimize cellular neural network.
675756,Impact of data splitting on financial analysis.
1125895,Estimating shortest paths in dynamic graphs.
627024,Optimizing early stopping criteria for training.
12211,Hypothesis combination for precise target approximation.
643069,Practical applications of Markov Chain Monte Carlo.
1112075,Weight optimization algorithm using schemata search.
884094,Estimating density with compactly supported wavelets.
120817,Primate attention control for machine vision.
1110628,Bayesian testing independence with mutual information.
18770,Methods for learning probabilistic networks from data.
18773,Bayesian network classifiers for improved performance.
173863,Learning network structure from incomplete data.
1130243,Static data association for localization with terrain.
1102625,Framework for configuring greedy algorithms in cost-sensitive.
63812,Induction with prior knowledge using FLARE.
18781,Enhances learning and reasoning tasks.
18785,AI problems with computational intractability.
1129494,EKF enhances neural network training.
578845,Automatic music-making programs using neural networks.
68115,Inductive learning with prior knowledge and reasoning.
293271,Training methods impact learning two-person games.
63835,Discovering macro-operators in deductive learning.
1919,Representing actions with stochastic effects using Bayesian.
164,Reconstructing polynomials from noisy functions efficiently.
293285,Experimental learning vs behavior cloning in control.
12275,Neural model for hierarchical image representation.
1103383,Culture's impact on cognitive system evolution.
1114239,Interactive software for design optimization strategies.
6215,Dynamic programming for incremental planning in AI.
288107,Rule induction algorithm design and evaluation.
385067,CBR approach for document retrieval in industry.
1121537,Query complexity in exact learning with polynomials.
1103394,Evaluation of Anapron case-based system assessment.
6224,Performance bounds for greedy policies with imperfections.
2663,Canonical Distortion Measure for Vector Quantization.
104840,Optimized theory revision system with evaluator.
632935,Estimation of density and hazard rate.
1106236,Adapting prior cases in case-based reasoning.
375605,Evolutionary design of buildable objects.
1132406,Face and object recognition in the brain.
28964,Learning robust parameters in Bayesian networks.
308003,ILP applications in knowledge discovery and databases.
47839,Efficient POMDP algorithm for decision-making.
753070,Improving error bounds for similar classifiers.
563613,Gene structure prediction using linguistic methods.
1132416,Face recognition based on spatial frequency.
2695,Improved generalization in neural networks.
2696,Visual recognition and neural network analysis.
2698,Automatic face recognition system with overfitting reduction.
1105530,RBF neural networks for process control.
1113551,Modeling optimization tasks using case-based reasoning.
688824,Model explains cortical neuron spiking variability.
1138968,Optimizing neural networks with genetic algorithms.
1120858,Object recognition using unsupervised BCM network.
40605,Nonlinear wavelet shrinkage using Bayesian methods.
1132443,Improving forecasting accuracy through data cleaning and learning.
1999,Performance enhancement and decision graph wrappers.
33325,Winnow algorithm for spelling correction.
644577,Geometric ergodicity notions for Markov chains.
66751,Algorithm for Perfect Phylogeny Problem.
594119,Optimizing strategies in uncertain pursuit scenarios.
1132461,Gated experts reduce overfitting by matching.
1115701,Bayesian Prototype Trees with Simulated Annealing.
1131741,Searching technique in constraint logic programming.
270085,Analyzing plateaus in local search algorithms.
1136040,Neural theory for visual perception binding.
1131752,Tracing genetic algorithms with expected bit.
1131754,Evolutionary solver excels in routing optimization.
4878,Cooperation among agents using Case-based Reasoning.
1123756,Case-Based Probability Factoring in Bayesian Networks
1135345,Symbolic analysis of connectionist algorithms on distributed-memory.
1107728,Adaptive connectionist planning method using reinforcement learning.
1154232,Counterfactual queries and causal inference in planning.
1154233,Overview of Bayesian networks for data analysis.
17363,Logistic response data analysis using projection pursuit.
1213,Efficient superscalar performance through boosting technique.
149139,Study on Minimum Feature Set Problem.
28230,Decision-Theoretic Case-Based Reasoning in Technical Report.
50838,Clustering learning tasks for knowledge transfer.
1125906,Classification techniques for utility elicitation.
32698,Ensemble learning for Hidden Markov Models.
754594,Visual tracking with attention mechanism.
1133930,Data value prediction methods and performance.
1115790,Adaptive wavelet control for uncertain systems.
28249,Efficient TD() implementation with TTD procedure.
1237,Learning systems with diverse strategies and representations.
684531,Self-organizing non-linear controllers in polynomial networks.
238099,Carcinogenicity data analysis using machine learning.
131042,Efficient Bayesian regression with Gaussian processes.
444240,Genetic algorithm system for prototype learning.
1112106,Fading memory systems under worst-case scenarios.
27535,Refining probabilistic rule bases with combined methods.
28267,Learning strategies in multistrategy learning systems.
1120138,Modeling stochastic volatility of financial markets.
1117920,Uncertainty modeling with plausibility measures properties.
1125944,Analyze diabetes monitoring time series data.
1118658,Framework for solving multiple-instance learning.
263553,Generalized cross validation for non-Gaussian data.
1125953,Hypothesis space complexity in ILP with language series.
114308,Learning and forgetting relationship analysis.
630817,Efficient coding framework for sparse image codes.
687401,Neural network simulates Turing machine.
594900,Genetic Programming for Binary String Complexity.
10174,Improving learning algorithms with omitted data.
73323,Enhanced robotic control through case-based method.
46431,Improving decision tree comprehensibility without sacrificing accuracy.
202520,Incorporating Bayesian knowledge into Boltzmann machines.
15987,Linear dependencies in chain graphs for modeling.
10186,Learning default concepts from observational data.
294030,MDL learning for efficient probabilistic neural networks.
675847,Maximizing Sharpe Ratio for nonlinear trading strategies.
190697,Evolutionary algorithms for robotic bulldozer neurocontroller.
576795,Sequential procedure and evolutionary algorithm for graph coloring.
1125993,Similarity measures framework using lattice-valued functions.
519318,Preference elicitation for optimal system configuration.
1120197,Hybrid approach for reducing classifier error.
1152896,Failure examples bias learning systems.
1122304,Gamma MLP enhances speech recognition classification.
2702,Fast algorithm for non-linear dimension reduction.
1129572,Parsing genes using constraint-based approach.
1112194,Approximation methods using scattered shifts compared.
29738,Optimal decision rule for pattern recognition.
1128868,Identifying protein coding regions in genomic DNA.
633721,Wavelet transform and statistical applications summary.
630890,Neural model of egocentric distance representation.
1123068,Decision table classifiers for business users.
561568,Hospital quality monitoring using hierarchical time series.
733534,High-performance vector microprocessor for neural networks.
1102751,Challenges in revising impure theories accurately.
1114336,Challenges in legal precedent modeling.
1123087,Financial time series prediction using neural networks.
6311,Automated model selection for machine learning tasks.
116512,Competition in neuromuscular connection development.
6318,Unified approach combining instance-based learning.
7047,Enhancing generalization in classification through lifelong learning.
1123093,Predicate invention using Hidden Markov Models.
1103499,Recent concepts in utility and probability.
151430,Efficient algorithms for learning recursive logic programs.
431206,Efficient scheme for large dataset smoothing.
372862,Improving ILP performance through advanced techniques.
561593,Particle filtering for time series improvement.
1106330,Knowledge representation for accurate predictions.
1105603,Analyzing RNN learning of natural language grammars.
1132505,Financial data forecasting architecture with stability.
74821,Estimation method using lasso for interpretability.
6344,Improved classification accuracy for mixed attributes.
116545,Duplication enhances genetic programming efficiency.
733576,Handwritten digit recognition using connectionist networks.
1112911,Evolution of restricted iteration creation in GP.
1105622,Chaos exploration in two-neuron system.
1102794,Partial-memory incremental learning for intrusion detection.
262108,Adaptation and pruning of fuzzy inference.
116552,Genetic algorithm performance with non-coding segments.
41417,User preferences for complex domain solutions.
1140543,Spatial attention modeling in computational neuroscience.
14529,Flexible weighting for faster concept learning.
1117219,GLM null hypothesis vs smooth alternatives testing.
1107095,Bayesian approach enhances ILP handling.
1140548,Directional-Unit Boltzmann Machine in neural networks.
523010,Modeling spatial attention in computational neuroscience.
42156,ASOCS architecture for adaptive parallel logic.
262121,Automated fuzzy controller tuning for rail transportation.
22564,Rule-based and case-based reasoning for names.
14545,Neural network enhances ECG monitoring accuracy.
22566,Comparison of name-pronunciation systems using reasoning.
1106388,Predicting ordinal classes in ILP.
429781,Mistake-driven learning algorithms enhance text categorization.
335042,Efficient implementation of sigmoidal neural nets.
219218,Monte Carlo method for Bayesian regression.
610529,Information processing in primate retinal cone pathways.
250566,Feature selection for optimal classification performance.
1104946,Bias learning in theoretical machine learning models.
195792,Efficiency comparison of encoding methods for NN.
1152179,Enhancing learning and processing in networks.
89308,Abductive hypothesis construction and selection in explanations.
350373,Improving classification accuracy with error-correcting codes.
