input_text,output_text
<Improve performance using structural information> has one hop connections with:  <Improve performance using structural information> also has two hop connection with: Which category should <Improve performance using structural information> be classified as?,Neural_Networks
<Improving ILP performance through advanced techniques> has one hop connections with:  <Improving ILP performance through advanced techniques> also has two hop connection with: Which category should <Improving ILP performance through advanced techniques> be classified as?,Rule_Learning
<Evolving complex structures for faster results> has one hop connections with:  <Evolving complex structures for faster results> also has two hop connection with: Which category should <Evolving complex structures for faster results> be classified as?,Genetic_Algorithms
<Comparison of Gaussian processes for regression> has one hop connections with:  <Comparison of Gaussian processes for regression> also has two hop connection with: Which category should <Comparison of Gaussian processes for regression> be classified as?,Neural_Networks
<Improving vector quantization with neural networks> has one hop connections with:  <Improving vector quantization with neural networks> also has two hop connection with: Which category should <Improving vector quantization with neural networks> be classified as?,Neural_Networks
<Modeling distributed search using social insects> has one hop connections with:  <Modeling distributed search using social insects> also has two hop connection with: Which category should <Modeling distributed search using social insects> be classified as?,Genetic_Algorithms
<Learning functions using group representations efficiently> has one hop connections with:  <Learning functions using group representations efficiently> also has two hop connection with: Which category should <Learning functions using group representations efficiently> be classified as?,Theory
<Naive Bayesian classifier improves ILP-R performance> has one hop connections with:  <Naive Bayesian classifier improves ILP-R performance> also has two hop connection with: Which category should <Naive Bayesian classifier improves ILP-R performance> be classified as?,Rule_Learning
<Learning first-order logic with Inductive Constraint Logic> has one hop connections with:  <Learning first-order logic with Inductive Constraint Logic> also has two hop connection with: Which category should <Learning first-order logic with Inductive Constraint Logic> be classified as?,Rule_Learning
<Jet identification using accurate neural network> has one hop connections with:  <Jet identification using accurate neural network> also has two hop connection with: Which category should <Jet identification using accurate neural network> be classified as?,Neural_Networks
<Adaptive strategy in evolving environments> has one hop connections with:  <Adaptive strategy in evolving environments> also has two hop connection with: Which category should <Adaptive strategy in evolving environments> be classified as?,Genetic_Algorithms
<Adversarial robotic environment planning and learning strategies> has one hop connections with:  <Adversarial robotic environment planning and learning strategies> also has two hop connection with: Which category should <Adversarial robotic environment planning and learning strategies> be classified as?,Theory
<Linear dependencies in chain graphs for modeling> has one hop connections with:  <Linear dependencies in chain graphs for modeling> also has two hop connection with: Which category should <Linear dependencies in chain graphs for modeling> be classified as?,Probabilistic_Methods
<Back-propagation learning and network plasticity dynamics> has one hop connections with:  <Back-propagation learning and network plasticity dynamics> also has two hop connection with: Which category should <Back-propagation learning and network plasticity dynamics> be classified as?,Neural_Networks
<Neurocontrol with reinforcement learning for adaptation> has one hop connections with:  <Neurocontrol with reinforcement learning for adaptation> also has two hop connection with: Which category should <Neurocontrol with reinforcement learning for adaptation> be classified as?,Reinforcement_Learning
<Efficient goal decomposition rule acquisition> has one hop connections with:  <Efficient goal decomposition rule acquisition> also has two hop connection with: Which category should <Efficient goal decomposition rule acquisition> be classified as?,Rule_Learning
<RL enhances foveal visual attention for recognition> has one hop connections with:  <RL enhances foveal visual attention for recognition> also has two hop connection with: Which category should <RL enhances foveal visual attention for recognition> be classified as?,Reinforcement_Learning
<Memory issues in creative problem solving> has one hop connections with:  <Memory issues in creative problem solving> also has two hop connection with: Which category should <Memory issues in creative problem solving> be classified as?,Case_Based
<Identifying chaotic dynamics using error propagation> has one hop connections with:  <Identifying chaotic dynamics using error propagation> also has two hop connection with: Which category should <Identifying chaotic dynamics using error propagation> be classified as?,Neural_Networks
<Rule extraction from neural networks for understanding> has one hop connections with:  <Rule extraction from neural networks for understanding> also has two hop connection with: Which category should <Rule extraction from neural networks for understanding> be classified as?,Neural_Networks
<Genetic algorithms' performance influenced by landscape> has one hop connections with:  <Genetic algorithms' performance influenced by landscape> also has two hop connection with: Which category should <Genetic algorithms' performance influenced by landscape> be classified as?,Genetic_Algorithms
<Evolving control structures with defined macros> has one hop connections with:  <Evolving control structures with defined macros> also has two hop connection with: Which category should <Evolving control structures with defined macros> be classified as?,Genetic_Algorithms
<Fitness-driven growth in evolutionary computation> has one hop connections with:  <Fitness-driven growth in evolutionary computation> also has two hop connection with: Which category should <Fitness-driven growth in evolutionary computation> be classified as?,Genetic_Algorithms
<Evolutionary trade-off between learning costs> has one hop connections with:  <Evolutionary trade-off between learning costs> also has two hop connection with: Which category should <Evolutionary trade-off between learning costs> be classified as?,Genetic_Algorithms
<Diverse tasks and representations in CBL research> has one hop connections with:  <Diverse tasks and representations in CBL research> also has two hop connection with: Which category should <Diverse tasks and representations in CBL research> be classified as?,Case_Based
<Evolutionary algorithm study on crossover operator> has one hop connections with:  <Evolutionary algorithm study on crossover operator> also has two hop connection with: Which category should <Evolutionary algorithm study on crossover operator> be classified as?,Genetic_Algorithms
<Semisoft shrinkage scheme for signal de-noising> has one hop connections with:  <Semisoft shrinkage scheme for signal de-noising> also has two hop connection with: Which category should <Semisoft shrinkage scheme for signal de-noising> be classified as?,Probabilistic_Methods
<Gaussian process regression with Bayesian perspective> has one hop connections with:  <Gaussian process regression with Bayesian perspective> also has two hop connection with: Which category should <Gaussian process regression with Bayesian perspective> be classified as?,Neural_Networks
<Optimal decision rule for pattern recognition> has one hop connections with:  <Optimal decision rule for pattern recognition> also has two hop connection with: Which category should <Optimal decision rule for pattern recognition> be classified as?,Probabilistic_Methods
<Statistical analysis in clustering methods> has one hop connections with:  <Statistical analysis in clustering methods> also has two hop connection with: Which category should <Statistical analysis in clustering methods> be classified as?,Probabilistic_Methods
<Comparative preferences in decision-making contexts> has one hop connections with:  <Comparative preferences in decision-making contexts> also has two hop connection with: Which category should <Comparative preferences in decision-making contexts> be classified as?,Probabilistic_Methods
<Analyzing biases in estimating multi-valued attributes> has one hop connections with:  <Analyzing biases in estimating multi-valued attributes> also has two hop connection with: Which category should <Analyzing biases in estimating multi-valued attributes> be classified as?,Rule_Learning
<Feature-based semantics in NLP with recurrent networks> has one hop connections with:  <Feature-based semantics in NLP with recurrent networks> also has two hop connection with: Which category should <Feature-based semantics in NLP with recurrent networks> be classified as?,Neural_Networks
<Social behavior enhances genetic algorithm optimization> has one hop connections with:  <Social behavior enhances genetic algorithm optimization> also has two hop connection with: Which category should <Social behavior enhances genetic algorithm optimization> be classified as?,Genetic_Algorithms
<Refining knowledge-based systems through explanation> has one hop connections with:  <Refining knowledge-based systems through explanation> also has two hop connection with: Which category should <Refining knowledge-based systems through explanation> be classified as?,Case_Based
<State-space abstraction for efficient probabilistic evaluation> has one hop connections with:  <State-space abstraction for efficient probabilistic evaluation> also has two hop connection with: Which category should <State-space abstraction for efficient probabilistic evaluation> be classified as?,Probabilistic_Methods
<Enhancing connectionist networks through control mechanisms> has one hop connections with:  <Enhancing connectionist networks through control mechanisms> also has two hop connection with: Which category should <Enhancing connectionist networks through control mechanisms> be classified as?,Neural_Networks
<Improving forecasting accuracy through data cleaning and learning> has one hop connections with:  <Improving forecasting accuracy through data cleaning and learning> also has two hop connection with: Which category should <Improving forecasting accuracy through data cleaning and learning> be classified as?,Neural_Networks
<Synaptic models for visual feature extraction> has one hop connections with:  <Synaptic models for visual feature extraction> also has two hop connection with: Which category should <Synaptic models for visual feature extraction> be classified as?,Neural_Networks
<Design adaptation through evolving design representations> has one hop connections with:  <Design adaptation through evolving design representations> also has two hop connection with: Which category should <Design adaptation through evolving design representations> be classified as?,Case_Based
<Hybrid method combining linear discriminant functions> has one hop connections with:  <Hybrid method combining linear discriminant functions> also has two hop connection with: Which category should <Hybrid method combining linear discriminant functions> be classified as?,Neural_Networks
<Undiscounted delayed rewards for reinforcement learning> has one hop connections with:  <Undiscounted delayed rewards for reinforcement learning> also has two hop connection with: Which category should <Undiscounted delayed rewards for reinforcement learning> be classified as?,Reinforcement_Learning
<Incremental algorithm for learning regular grammars> has one hop connections with:  <Incremental algorithm for learning regular grammars> also has two hop connection with: Which category should <Incremental algorithm for learning regular grammars> be classified as?,Theory
<Reinforcement learning with CRBP algorithm> has one hop connections with:  <Reinforcement learning with CRBP algorithm> also has two hop connection with: Which category should <Reinforcement learning with CRBP algorithm> be classified as?,Reinforcement_Learning
<Bayesian inference in economic equilibrium market> has one hop connections with:  <Bayesian inference in economic equilibrium market> also has two hop connection with: Which category should <Bayesian inference in economic equilibrium market> be classified as?,Probabilistic_Methods
<Efficient handling of malicious errors in learning> has one hop connections with:  <Efficient handling of malicious errors in learning> also has two hop connection with: Which category should <Efficient handling of malicious errors in learning> be classified as?,Theory
<Visual perception and learning in neural networks> has one hop connections with:  <Visual perception and learning in neural networks> also has two hop connection with: Which category should <Visual perception and learning in neural networks> be classified as?,Neural_Networks
<Maximizing Sharpe Ratio for nonlinear trading strategies> has one hop connections with:  <Maximizing Sharpe Ratio for nonlinear trading strategies> also has two hop connection with: Which category should <Maximizing Sharpe Ratio for nonlinear trading strategies> be classified as?,Neural_Networks
<Hierarchical behavior discovery through evolutionary approach> has one hop connections with:  <Hierarchical behavior discovery through evolutionary approach> also has two hop connection with: Which category should <Hierarchical behavior discovery through evolutionary approach> be classified as?,Genetic_Algorithms
<Learning functions with scale-sensitive Vapnik dimension> has one hop connections with:  <Learning functions with scale-sensitive Vapnik dimension> also has two hop connection with: Which category should <Learning functions with scale-sensitive Vapnik dimension> be classified as?,Theory
<Evaluation of goal-based explanations with contributors> has one hop connections with:  <Evaluation of goal-based explanations with contributors> also has two hop connection with: Which category should <Evaluation of goal-based explanations with contributors> be classified as?,Case_Based
<Stochastic search method SAGE for grammar> has one hop connections with:  <Stochastic search method SAGE for grammar> also has two hop connection with: Which category should <Stochastic search method SAGE for grammar> be classified as?,Genetic_Algorithms
<Neural network model for episodic memory> has one hop connections with:  <Neural network model for episodic memory> also has two hop connection with: Which category should <Neural network model for episodic memory> be classified as?,Neural_Networks
<Guided by explicit knowledge goals for learning> has one hop connections with:  <Guided by explicit knowledge goals for learning> also has two hop connection with: Which category should <Guided by explicit knowledge goals for learning> be classified as?,Case_Based
<Boosting enhances naive Bayesian learning> has one hop connections with:  <Boosting enhances naive Bayesian learning> also has two hop connection with: Which category should <Boosting enhances naive Bayesian learning> be classified as?,Theory
<Fuzzy rule learning from noisy examples> has one hop connections with:  <Fuzzy rule learning from noisy examples> also has two hop connection with: Which category should <Fuzzy rule learning from noisy examples> be classified as?,Genetic_Algorithms
<Recursive Horn clauses with iterative bootstrap induction> has one hop connections with:  <Recursive Horn clauses with iterative bootstrap induction> also has two hop connection with: Which category should <Recursive Horn clauses with iterative bootstrap induction> be classified as?,Rule_Learning
<Legacy programs re-engineered for automated design optimization> has one hop connections with:  <Legacy programs re-engineered for automated design optimization> also has two hop connection with: Which category should <Legacy programs re-engineered for automated design optimization> be classified as?,Case_Based
<Limits of uninformed learning in computational representation> has one hop connections with:  <Limits of uninformed learning in computational representation> also has two hop connection with: Which category should <Limits of uninformed learning in computational representation> be classified as?,Neural_Networks
<Neocortical interactions and statistical mechanics in finance> has one hop connections with:  <Neocortical interactions and statistical mechanics in finance> also has two hop connection with: Which category should <Neocortical interactions and statistical mechanics in finance> be classified as?,Neural_Networks
<Self-learning control system for mobile robot> has one hop connections with:  <Self-learning control system for mobile robot> also has two hop connection with: Which category should <Self-learning control system for mobile robot> be classified as?,Reinforcement_Learning
<Bayesian model determination in graphical models> has one hop connections with:  <Bayesian model determination in graphical models> also has two hop connection with: Which category should <Bayesian model determination in graphical models> be classified as?,Probabilistic_Methods
<Exploring neural network architectures for approximation> has one hop connections with:  <Exploring neural network architectures for approximation> also has two hop connection with: Which category should <Exploring neural network architectures for approximation> be classified as?,Neural_Networks
<Software design and implementation for RAP> has one hop connections with:  <Software design and implementation for RAP> also has two hop connection with: Which category should <Software design and implementation for RAP> be classified as?,Neural_Networks
<Reduce brittleness in genetic programming maneuvers> has one hop connections with:  <Reduce brittleness in genetic programming maneuvers> also has two hop connection with: Which category should <Reduce brittleness in genetic programming maneuvers> be classified as?,Genetic_Algorithms
<Optimal navigation strategies in uncertain environments> has one hop connections with:  <Optimal navigation strategies in uncertain environments> also has two hop connection with: Which category should <Optimal navigation strategies in uncertain environments> be classified as?,Reinforcement_Learning
<Comparison of new and old algorithms> has one hop connections with:  <Comparison of new and old algorithms> also has two hop connection with: Which category should <Comparison of new and old algorithms> be classified as?,Theory
<EEG source separation and artifact removal> has one hop connections with:  <EEG source separation and artifact removal> also has two hop connection with: Which category should <EEG source separation and artifact removal> be classified as?,Neural_Networks
<Minimizing weights in simple neural networks> has one hop connections with:  <Minimizing weights in simple neural networks> also has two hop connection with: Which category should <Minimizing weights in simple neural networks> be classified as?,Neural_Networks
<Learning algorithms for various applications> has one hop connections with:  <Learning algorithms for various applications> also has two hop connection with: Which category should <Learning algorithms for various applications> be classified as?,Theory
<Visual cortex and tilt aftereffects study> has one hop connections with:  <Visual cortex and tilt aftereffects study> also has two hop connection with: Which category should <Visual cortex and tilt aftereffects study> be classified as?,Neural_Networks
<Simulating impairments in lexical system> has one hop connections with:  <Simulating impairments in lexical system> also has two hop connection with: Which category should <Simulating impairments in lexical system> be classified as?,Neural_Networks
<Place knowledge acquisition through case-based learning> has one hop connections with:  <Place knowledge acquisition through case-based learning> also has two hop connection with: Which category should <Place knowledge acquisition through case-based learning> be classified as?,Case_Based
<Integrated approach for multiagent planning> has one hop connections with:  <Integrated approach for multiagent planning> also has two hop connection with: Which category should <Integrated approach for multiagent planning> be classified as?,Case_Based
<Minimize interprocessor communication through grid optimization> has one hop connections with:  <Minimize interprocessor communication through grid optimization> also has two hop connection with: Which category should <Minimize interprocessor communication through grid optimization> be classified as?,Genetic_Algorithms
<Monte Carlo method for decision analysis> has one hop connections with:  <Monte Carlo method for decision analysis> also has two hop connection with: Which category should <Monte Carlo method for decision analysis> be classified as?,Probabilistic_Methods
<Analogical problem solving through scheme adaptation> has one hop connections with:  <Analogical problem solving through scheme adaptation> also has two hop connection with: Which category should <Analogical problem solving through scheme adaptation> be classified as?,Case_Based
<Supporting mixed-initiative planning through interface design> has one hop connections with:  <Supporting mixed-initiative planning through interface design> also has two hop connection with: Which category should <Supporting mixed-initiative planning through interface design> be classified as?,Case_Based
<Resonance analysis with aperiodic forces> has one hop connections with:  <Resonance analysis with aperiodic forces> also has two hop connection with: Which category should <Resonance analysis with aperiodic forces> be classified as?,Neural_Networks
<Evolutionary genetic algorithm for 2-D optimization> has one hop connections with:  <Evolutionary genetic algorithm for 2-D optimization> also has two hop connection with: Which category should <Evolutionary genetic algorithm for 2-D optimization> be classified as?,Genetic_Algorithms
<Learning without hidden information access> has one hop connections with:  <Learning without hidden information access> also has two hop connection with: Which category should <Learning without hidden information access> be classified as?,Theory
<Improving peg-into-hole assembly speed efficiently> has one hop connections with:  <Improving peg-into-hole assembly speed efficiently> also has two hop connection with: Which category should <Improving peg-into-hole assembly speed efficiently> be classified as?,Reinforcement_Learning
<Belief maintenance in Bayesian networks> has one hop connections with:  <Belief maintenance in Bayesian networks> also has two hop connection with: Which category should <Belief maintenance in Bayesian networks> be classified as?,Probabilistic_Methods
<Comparison of random search and genetic programming> has one hop connections with:  <Comparison of random search and genetic programming> also has two hop connection with: Which category should <Comparison of random search and genetic programming> be classified as?,Genetic_Algorithms
<Icarus reduces sensory load in tasks> has one hop connections with:  <Icarus reduces sensory load in tasks> also has two hop connection with: Which category should <Icarus reduces sensory load in tasks> be classified as?,Reinforcement_Learning
<Optimal neural networks with genetic algorithms> has one hop connections with:  <Optimal neural networks with genetic algorithms> also has two hop connection with: Which category should <Optimal neural networks with genetic algorithms> be classified as?,Genetic_Algorithms
<Bayesian model selection criteria for mixtures> has one hop connections with:  <Bayesian model selection criteria for mixtures> also has two hop connection with: Which category should <Bayesian model selection criteria for mixtures> be classified as?,Probabilistic_Methods
<Machine learning for medical follow-up study> has one hop connections with:  <Machine learning for medical follow-up study> also has two hop connection with: Which category should <Machine learning for medical follow-up study> be classified as?,Rule_Learning
<Causal effects in clinical experimentation using networks> has one hop connections with:  <Causal effects in clinical experimentation using networks> also has two hop connection with: Which category should <Causal effects in clinical experimentation using networks> be classified as?,Probabilistic_Methods
<Predicting reading frames in E coli DNA> has one hop connections with:  <Predicting reading frames in E coli DNA> also has two hop connection with: Which category should <Predicting reading frames in E coli DNA> be classified as?,Neural_Networks
<Context-sensitive feature selection for lazy learners> has one hop connections with:  <Context-sensitive feature selection for lazy learners> also has two hop connection with: Which category should <Context-sensitive feature selection for lazy learners> be classified as?,Case_Based
<Guide for optimal compression using software> has one hop connections with:  <Guide for optimal compression using software> also has two hop connection with: Which category should <Guide for optimal compression using software> be classified as?,Probabilistic_Methods
<Automated model selection for machine learning tasks> has one hop connections with:  <Automated model selection for machine learning tasks> also has two hop connection with: Which category should <Automated model selection for machine learning tasks> be classified as?,Theory
<Adapting prior cases in case-based reasoning> has one hop connections with:  <Adapting prior cases in case-based reasoning> also has two hop connection with: Which category should <Adapting prior cases in case-based reasoning> be classified as?,Case_Based
<Adaptive source separation algorithm with invariant performance> has one hop connections with:  <Adaptive source separation algorithm with invariant performance> also has two hop connection with: Which category should <Adaptive source separation algorithm with invariant performance> be classified as?,Neural_Networks
<Phylogenetic tree construction based on gene lineage> has one hop connections with:  <Phylogenetic tree construction based on gene lineage> also has two hop connection with: Which category should <Phylogenetic tree construction based on gene lineage> be classified as?,Theory
<Heuristics for NP-Complete problems using NNs and GAs> has one hop connections with:  <Heuristics for NP-Complete problems using NNs and GAs> also has two hop connection with: Which category should <Heuristics for NP-Complete problems using NNs and GAs> be classified as?,Genetic_Algorithms
<Predicting ordinal classes in ILP> has one hop connections with:  <Predicting ordinal classes in ILP> also has two hop connection with: Which category should <Predicting ordinal classes in ILP> be classified as?,Rule_Learning
<Survey of non-coding DNA research> has one hop connections with:  <Survey of non-coding DNA research> also has two hop connection with: Which category should <Survey of non-coding DNA research> be classified as?,Genetic_Algorithms
<High performance parallel supercomputer with intelligent communication> has one hop connections with:  <High performance parallel supercomputer with intelligent communication> also has two hop connection with: Which category should <High performance parallel supercomputer with intelligent communication> be classified as?,Neural_Networks
<Perceptual development and learning in computational models> has one hop connections with:  <Perceptual development and learning in computational models> also has two hop connection with: Which category should <Perceptual development and learning in computational models> be classified as?,Neural_Networks
<Greediness improves efficiency without sacrificing accuracy> has one hop connections with:  <Greediness improves efficiency without sacrificing accuracy> also has two hop connection with: Which category should <Greediness improves efficiency without sacrificing accuracy> be classified as?,Case_Based
<Critique of Schema Theorem and GA evaluation> has one hop connections with:  <Critique of Schema Theorem and GA evaluation> also has two hop connection with: Which category should <Critique of Schema Theorem and GA evaluation> be classified as?,Genetic_Algorithms
<Data mining approach with dataset decomposition> has one hop connections with:  <Data mining approach with dataset decomposition> also has two hop connection with: Which category should <Data mining approach with dataset decomposition> be classified as?,Theory
<Stabilization and input-to-state stability analysis> has one hop connections with:  <Stabilization and input-to-state stability analysis> also has two hop connection with: Which category should <Stabilization and input-to-state stability analysis> be classified as?,Neural_Networks
<Advantages of Foidl ILP system summarized> has one hop connections with:  <Advantages of Foidl ILP system summarized> also has two hop connection with: Which category should <Advantages of Foidl ILP system summarized> be classified as?,Rule_Learning
<Bayesian network parameter learning with backpropagation> has one hop connections with:  <Bayesian network parameter learning with backpropagation> also has two hop connection with: Which category should <Bayesian network parameter learning with backpropagation> be classified as?,Probabilistic_Methods
<Convergence and new operations in SDM> has one hop connections with:  <Convergence and new operations in SDM> also has two hop connection with: Which category should <Convergence and new operations in SDM> be classified as?,Neural_Networks
<Global stabilization of linear discrete-time systems> has one hop connections with:  <Global stabilization of linear discrete-time systems> also has two hop connection with: Which category should <Global stabilization of linear discrete-time systems> be classified as?,Neural_Networks
<Evolving neural networks for mastering Go> has one hop connections with:  <Evolving neural networks for mastering Go> also has two hop connection with: Which category should <Evolving neural networks for mastering Go> be classified as?,Reinforcement_Learning
<Genetic programming for intelligent control> has one hop connections with:  <Genetic programming for intelligent control> also has two hop connection with: Which category should <Genetic programming for intelligent control> be classified as?,Genetic_Algorithms
<Enhancing SVM accuracy and speed innovatively> has one hop connections with:  <Enhancing SVM accuracy and speed innovatively> also has two hop connection with: Which category should <Enhancing SVM accuracy and speed innovatively> be classified as?,Theory
<Robust model selection with error bounds> has one hop connections with:  <Robust model selection with error bounds> also has two hop connection with: Which category should <Robust model selection with error bounds> be classified as?,Theory
<Analog circuit source identification using genetic programming> has one hop connections with:  <Analog circuit source identification using genetic programming> also has two hop connection with: Which category should <Analog circuit source identification using genetic programming> be classified as?,Genetic_Algorithms
<Studying specialist and generalist behaviors in evolution> has one hop connections with:  <Studying specialist and generalist behaviors in evolution> also has two hop connection with: Which category should <Studying specialist and generalist behaviors in evolution> be classified as?,Genetic_Algorithms
<Adaptive similarity assessment for case-based explanation> has one hop connections with:  <Adaptive similarity assessment for case-based explanation> also has two hop connection with: Which category should <Adaptive similarity assessment for case-based explanation> be classified as?,Case_Based
<Technical report on Knowledge Based Systems> has one hop connections with:  <Technical report on Knowledge Based Systems> also has two hop connection with: Which category should <Technical report on Knowledge Based Systems> be classified as?,Case_Based
<Comparison of symbolic and neural networks> has one hop connections with:  <Comparison of symbolic and neural networks> also has two hop connection with: Which category should <Comparison of symbolic and neural networks> be classified as?,Reinforcement_Learning
<Evolutionary neural network construction with genetic programming> has one hop connections with:  <Evolutionary neural network construction with genetic programming> also has two hop connection with: Which category should <Evolutionary neural network construction with genetic programming> be classified as?,Genetic_Algorithms
<Analogical processing and machine learning study> has one hop connections with:  <Analogical processing and machine learning study> also has two hop connection with: Which category should <Analogical processing and machine learning study> be classified as?,Case_Based
<Evolutionary synthesis of machine-language iteration> has one hop connections with:  <Evolutionary synthesis of machine-language iteration> also has two hop connection with: Which category should <Evolutionary synthesis of machine-language iteration> be classified as?,Genetic_Algorithms
<Extract structures from continuous variables using density> has one hop connections with:  <Extract structures from continuous variables using density> also has two hop connection with: Which category should <Extract structures from continuous variables using density> be classified as?,Probabilistic_Methods
<Efficient coordination of autonomous agents through reinforcement> has one hop connections with:  <Efficient coordination of autonomous agents through reinforcement> also has two hop connection with: Which category should <Efficient coordination of autonomous agents through reinforcement> be classified as?,Reinforcement_Learning
<Brain function and spatial orientation representation> has one hop connections with:  <Brain function and spatial orientation representation> also has two hop connection with: Which category should <Brain function and spatial orientation representation> be classified as?,Neural_Networks
<Learning hierarchical rule sets with weighted set cover> has one hop connections with:  <Learning hierarchical rule sets with weighted set cover> also has two hop connection with: Which category should <Learning hierarchical rule sets with weighted set cover> be classified as?,Theory
<Identifying goal handling processes in invention> has one hop connections with:  <Identifying goal handling processes in invention> also has two hop connection with: Which category should <Identifying goal handling processes in invention> be classified as?,Case_Based
<Learning challenges in logic programs and theories> has one hop connections with:  <Learning challenges in logic programs and theories> also has two hop connection with: Which category should <Learning challenges in logic programs and theories> be classified as?,Rule_Learning
<Bayesian time series models in physical sciences> has one hop connections with:  <Bayesian time series models in physical sciences> also has two hop connection with: Which category should <Bayesian time series models in physical sciences> be classified as?,Probabilistic_Methods
<Hierarchical RL with MAXQ decomposition> has one hop connections with:  <Hierarchical RL with MAXQ decomposition> also has two hop connection with: Which category should <Hierarchical RL with MAXQ decomposition> be classified as?,Reinforcement_Learning
<Approximation methods using scattered shifts compared> has one hop connections with:  <Approximation methods using scattered shifts compared> also has two hop connection with: Which category should <Approximation methods using scattered shifts compared> be classified as?,Neural_Networks
<Math programming for data mining tasks> has one hop connections with:  <Math programming for data mining tasks> also has two hop connection with: Which category should <Math programming for data mining tasks> be classified as?,Neural_Networks
<Blame-assignment model in physical device design> has one hop connections with:  <Blame-assignment model in physical device design> also has two hop connection with: Which category should <Blame-assignment model in physical device design> be classified as?,Case_Based
<Average-case analysis of decision tree algorithm> has one hop connections with:  <Average-case analysis of decision tree algorithm> also has two hop connection with: Which category should <Average-case analysis of decision tree algorithm> be classified as?,Theory
<GLM null hypothesis vs smooth alternatives testing> has one hop connections with:  <GLM null hypothesis vs smooth alternatives testing> also has two hop connection with: Which category should <GLM null hypothesis vs smooth alternatives testing> be classified as?,Neural_Networks
<Ensemble learning for Hidden Markov Models> has one hop connections with:  <Ensemble learning for Hidden Markov Models> also has two hop connection with: Which category should <Ensemble learning for Hidden Markov Models> be classified as?,Probabilistic_Methods
<Dynamic belief networks for monitoring activities> has one hop connections with:  <Dynamic belief networks for monitoring activities> also has two hop connection with: Which category should <Dynamic belief networks for monitoring activities> be classified as?,Probabilistic_Methods
<Efficient EM algorithms for PCA and SPCA> has one hop connections with:  <Efficient EM algorithms for PCA and SPCA> also has two hop connection with: Which category should <Efficient EM algorithms for PCA and SPCA> be classified as?,Neural_Networks
<Detecting disease clusters using Bayesian approach> has one hop connections with:  <Detecting disease clusters using Bayesian approach> also has two hop connection with: Which category should <Detecting disease clusters using Bayesian approach> be classified as?,Probabilistic_Methods
<Comparison of discretization methods for features> has one hop connections with:  <Comparison of discretization methods for features> also has two hop connection with: Which category should <Comparison of discretization methods for features> be classified as?,Probabilistic_Methods
<Evolving obstacle avoidance behavior in robotics> has one hop connections with:  <Evolving obstacle avoidance behavior in robotics> also has two hop connection with: Which category should <Evolving obstacle avoidance behavior in robotics> be classified as?,Reinforcement_Learning
<Entropy optimization using EMMA for MRI> has one hop connections with:  <Entropy optimization using EMMA for MRI> also has two hop connection with: Which category should <Entropy optimization using EMMA for MRI> be classified as?,Neural_Networks
<Experiments evaluating AdaBoost algorithm with pseudo-loss> has one hop connections with:  <Experiments evaluating AdaBoost algorithm with pseudo-loss> also has two hop connection with: Which category should <Experiments evaluating AdaBoost algorithm with pseudo-loss> be classified as?,Theory
<Efficient Monte Carlo approach with constraints in ILP> has one hop connections with:  <Efficient Monte Carlo approach with constraints in ILP> also has two hop connection with: Which category should <Efficient Monte Carlo approach with constraints in ILP> be classified as?,Rule_Learning
<Algorithms for computing second derivatives in NN> has one hop connections with:  <Algorithms for computing second derivatives in NN> also has two hop connection with: Which category should <Algorithms for computing second derivatives in NN> be classified as?,Neural_Networks
<Neural nets as dynamical system models/controllers> has one hop connections with:  <Neural nets as dynamical system models/controllers> also has two hop connection with: Which category should <Neural nets as dynamical system models/controllers> be classified as?,Neural_Networks
<Time series prediction using cluster-weighted modeling> has one hop connections with:  <Time series prediction using cluster-weighted modeling> also has two hop connection with: Which category should <Time series prediction using cluster-weighted modeling> be classified as?,Probabilistic_Methods
<Learning program exploits opponent weaknesses strategically in games> has one hop connections with:  <Learning program exploits opponent weaknesses strategically in games> also has two hop connection with: Which category should <Learning program exploits opponent weaknesses strategically in games> be classified as?,Reinforcement_Learning
<Learning model enhances strategic abilities in mobot> has one hop connections with:  <Learning model enhances strategic abilities in mobot> also has two hop connection with: Which category should <Learning model enhances strategic abilities in mobot> be classified as?,Neural_Networks
<Partial-memory incremental learning for intrusion detection> has one hop connections with:  <Partial-memory incremental learning for intrusion detection> also has two hop connection with: Which category should <Partial-memory incremental learning for intrusion detection> be classified as?,Rule_Learning
<Neural network weights identification from measurements> has one hop connections with:  <Neural network weights identification from measurements> also has two hop connection with: Which category should <Neural network weights identification from measurements> be classified as?,Neural_Networks
<Maximizing robustness of Perceptron with discrete weights> has one hop connections with:  <Maximizing robustness of Perceptron with discrete weights> also has two hop connection with: Which category should <Maximizing robustness of Perceptron with discrete weights> be classified as?,Neural_Networks
<Constructive induction learning agent for adaptive systems> has one hop connections with:  <Constructive induction learning agent for adaptive systems> also has two hop connection with: Which category should <Constructive induction learning agent for adaptive systems> be classified as?,Rule_Learning
<Nearest neighbor algorithm for classification tasks> has one hop connections with:  <Nearest neighbor algorithm for classification tasks> also has two hop connection with: Which category should <Nearest neighbor algorithm for classification tasks> be classified as?,Case_Based
<Neural networks using threshold logic unit trees> has one hop connections with:  <Neural networks using threshold logic unit trees> also has two hop connection with: Which category should <Neural networks using threshold logic unit trees> be classified as?,Neural_Networks
<Learnability of complex DNF formulas efficiently> has one hop connections with:  <Learnability of complex DNF formulas efficiently> also has two hop connection with: Which category should <Learnability of complex DNF formulas efficiently> be classified as?,Theory
